duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,num_failed_logins,logged_in,label,is_attack
15.88,tcp,other,S0,103,307,12,5,0.245,0.451,3,1,r2l,1
0.0,tcp,telnet,SF,28,7,65,1,0.917,0.18,0,0,probe,1
0.34,tcp,ssh,REJ,99,0,499,285,0.743,0.896,0,0,dos,1
19.06,udp,ssh,SF,221,453,8,7,0.0,0.633,0,1,normal,0
79.98,udp,pop3,SF,416,243,7,1,0.004,0.898,0,1,normal,0
119.07,udp,pop3,SF,1265,52,3,1,0.0,1.0,1,1,u2r,1
6.35,udp,other,REJ,28,1,82,4,0.234,0.241,0,0,probe,1
37.49,tcp,other,SF,871,1690,5,5,0.0,0.741,0,1,normal,0
23.88,tcp,pop3,SF,635,990,5,9,0.0,0.99,0,1,normal,0
66.46,udp,ssh,SF,352,1794,5,3,0.001,1.0,0,1,normal,0
23.16,udp,pop3,SF,152,367,1,7,0.0,0.85,0,1,normal,0
3.18,tcp,smtp,SF,798,540,7,2,0.083,0.924,0,1,normal,0
93.84,tcp,ftp,SF,416,606,7,4,0.019,0.9,0,1,normal,0
76.59,tcp,ftp,SF,610,0,5,3,0.069,1.0,0,1,normal,0
108.6,tcp,ssh,SF,283,795,9,2,0.0,1.0,0,1,normal,0
52.53,tcp,dns,SF,640,637,2,8,0.057,0.944,0,1,normal,0
31.17,tcp,ssh,SF,157,1443,1,4,0.0,0.843,0,1,normal,0
69.75,tcp,telnet,SF,433,1172,7,5,0.002,0.923,0,1,normal,0
27.92,tcp,dns,SF,99,1451,1,1,0.0,0.912,0,1,normal,0
20.7,tcp,telnet,SF,635,480,5,3,0.064,0.625,4,1,r2l,1
0.0,tcp,telnet,RSTR,1100,783,8,1,0.0,0.795,0,1,normal,0
121.06,tcp,http,SF,603,1071,2,6,0.048,1.0,0,1,normal,0
79.58,tcp,smtp,SF,372,2303,7,7,0.0,0.895,0,1,normal,0
70.71,tcp,ftp,SF,206,756,4,4,0.011,0.847,0,1,normal,0
7.39,udp,pop3,SF,0,657,7,5,0.0,0.945,0,1,normal,0
85.23,udp,other,RSTR,558,1072,5,2,0.03,0.904,0,1,normal,0
0.18,tcp,telnet,SF,701,1765,6,3,0.0,0.84,0,1,normal,0
89.33,icmp,smtp,SF,290,955,9,1,0.0,0.852,0,1,normal,0
14.93,tcp,pop3,SF,385,0,6,5,0.0,0.852,0,1,normal,0
0.0,tcp,telnet,SF,710,1434,3,8,0.043,0.931,0,1,normal,0
8.68,tcp,http,SF,393,1370,3,3,0.05,0.931,0,1,normal,0
43.0,udp,other,SF,755,2254,4,3,0.0,0.832,0,1,normal,0
13.27,tcp,smtp,SF,411,1531,5,9,0.004,0.9,0,1,normal,0
34.03,tcp,http,REJ,439,1812,9,4,0.016,0.908,0,1,normal,0
32.25,tcp,ftp,RSTR,625,2202,3,9,0.029,1.0,0,1,normal,0
106.08,tcp,ssh,SF,933,1856,8,8,0.0,0.678,0,1,normal,0
43.56,tcp,telnet,SF,788,1517,3,7,0.039,0.772,0,1,normal,0
161.09,tcp,pop3,SF,536,147,1,2,0.035,0.886,1,1,u2r,1
137.2,icmp,smtp,SF,502,574,3,2,0.129,0.831,0,1,u2r,1
28.67,tcp,ftp,SF,87,533,4,1,0.0,0.628,2,0,r2l,1
37.35,tcp,ftp,SF,830,0,5,4,0.048,0.886,0,1,normal,0
42.8,tcp,telnet,SF,735,1672,3,5,0.089,0.807,0,1,normal,0
0.0,tcp,smtp,REJ,339,378,3,5,0.047,0.878,0,1,normal,0
38.41,tcp,dns,RSTO,558,1371,1,1,0.031,1.0,0,1,normal,0
20.35,tcp,ftp,SF,428,1362,7,1,0.053,0.81,0,1,normal,0
52.83,tcp,ssh,RSTO,434,1894,5,4,0.0,0.763,0,1,normal,0
39.55,tcp,http,SF,122,2071,9,9,0.0,1.0,0,1,normal,0
34.33,udp,ftp,SF,507,580,4,3,0.0,1.0,0,1,normal,0
82.04,udp,pop3,SF,780,1218,8,8,0.095,0.752,0,1,normal,0
0.0,tcp,pop3,S0,64,0,318,382,0.904,0.964,0,0,dos,1
56.42,tcp,http,SF,862,1503,4,5,0.004,0.588,0,1,normal,0
1.92,tcp,other,REJ,55,0,214,409,0.871,0.917,0,0,dos,1
4.3,tcp,smtp,SF,580,1587,9,7,0.0,0.768,0,1,normal,0
88.97,tcp,dns,SF,0,1275,8,6,0.078,0.897,0,1,normal,0
103.85,udp,pop3,SF,298,0,6,5,0.0,0.906,0,1,normal,0
111.83,tcp,pop3,SF,643,509,1,7,0.044,0.907,0,1,normal,0
44.83,icmp,http,SF,1035,788,5,2,0.128,0.929,0,1,normal,0
93.61,tcp,pop3,SF,178,1410,2,2,0.031,0.905,0,1,normal,0
21.43,icmp,ftp,SF,445,687,6,3,0.044,0.888,0,1,normal,0
21.46,tcp,http,SF,569,1822,5,2,0.044,0.898,0,1,normal,0
0.0,tcp,other,SF,52,217,2,1,0.0,0.938,0,1,normal,0
4.27,tcp,dns,S0,9,0,47,2,0.368,0.349,0,0,probe,1
48.46,udp,ssh,SF,866,985,9,5,0.0,0.95,0,1,normal,0
0.0,icmp,http,SF,0,76,9,5,0.0,1.0,0,1,normal,0
101.18,udp,telnet,SF,0,1234,5,5,0.0,0.843,0,1,normal,0
0.0,udp,pop3,SF,1193,660,8,5,0.0,0.847,0,1,normal,0
63.23,tcp,dns,SF,1025,1546,5,7,0.088,0.838,0,1,normal,0
25.73,tcp,other,SF,87,410,3,9,0.052,0.93,0,1,normal,0
0.0,udp,dns,S0,0,2,244,453,0.927,0.923,0,0,dos,1
100.99,tcp,http,SF,527,1383,6,4,0.022,0.911,0,1,normal,0
33.47,tcp,dns,SF,605,1622,1,5,0.018,0.967,0,1,normal,0
1.56,tcp,http,SF,769,2144,1,2,0.021,0.887,0,1,normal,0
1.13,tcp,dns,REJ,11,0,21,13,0.482,0.216,0,0,probe,1
0.0,udp,telnet,S0,7,0,497,460,1.0,0.936,0,0,dos,1
0.0,tcp,dns,S0,22,0,51,19,0.472,0.294,0,0,probe,1
131.33,tcp,pop3,SF,708,853,6,4,0.093,0.986,0,1,normal,0
58.88,udp,pop3,SF,814,1180,9,3,0.06,0.761,0,1,normal,0
27.97,tcp,dns,SF,317,1349,6,2,0.01,0.861,0,1,normal,0
7.75,tcp,dns,S0,32,0,67,5,0.564,0.082,0,0,probe,1
6.54,tcp,telnet,SF,713,1101,7,6,0.0,0.931,0,1,normal,0
56.93,udp,smtp,SF,365,1352,7,5,0.085,0.65,0,1,normal,0
43.47,icmp,telnet,S0,797,1864,9,6,0.036,0.787,0,1,normal,0
2.55,tcp,pop3,SF,359,1451,9,5,0.023,0.87,0,1,normal,0
9.33,tcp,pop3,SF,787,1718,9,4,0.0,0.848,0,1,normal,0
22.31,tcp,http,RSTO,538,1465,5,3,0.068,0.859,0,1,normal,0
15.97,tcp,ssh,SF,1100,1895,8,9,0.0,0.884,0,1,normal,0
0.0,icmp,pop3,S0,37,2,500,453,0.801,0.917,0,0,dos,1
75.17,tcp,telnet,REJ,926,2066,6,8,0.0,1.0,0,1,normal,0
1.81,tcp,ftp,S0,24,0,150,272,0.832,0.886,0,0,dos,1
41.42,tcp,smtp,SF,623,1717,7,7,0.057,0.982,0,1,normal,0
2.6,tcp,smtp,S0,58,0,149,445,0.778,1.0,0,0,dos,1
40.72,tcp,http,SF,656,683,2,5,0.064,0.92,0,1,normal,0
1.94,tcp,ftp,S0,26,0,21,15,0.773,0.026,0,0,probe,1
40.31,tcp,pop3,SF,865,1625,1,8,0.0,0.882,0,1,normal,0
67.3,udp,pop3,SF,131,828,2,2,0.026,0.822,0,1,normal,0
56.5,tcp,dns,SF,803,1632,5,4,0.038,1.0,0,1,normal,0
92.92,icmp,http,SF,514,487,6,9,0.009,0.954,0,1,normal,0
28.37,tcp,ftp,SF,236,535,1,9,0.104,0.945,0,1,normal,0
0.0,tcp,ftp,S0,40,0,507,162,0.905,0.944,0,0,dos,1
0.0,tcp,smtp,SF,19,0,29,13,0.744,0.0,0,0,probe,1
92.4,tcp,ssh,SF,63,1052,1,2,0.12,0.996,0,1,normal,0
19.39,tcp,ssh,SF,500,841,5,5,0.002,0.821,0,1,normal,0
61.87,tcp,pop3,SF,289,1679,6,2,0.007,1.0,0,1,normal,0
0.0,tcp,ssh,S0,85,8,229,113,0.865,1.0,0,0,dos,1
5.67,tcp,ftp,S0,19,0,377,425,0.716,1.0,0,0,dos,1
19.23,tcp,dns,SF,392,861,8,1,0.078,0.874,0,1,normal,0
6.6,tcp,pop3,SF,195,110,4,4,0.046,0.741,4,0,r2l,1
55.42,udp,http,SF,814,0,5,8,0.0,0.728,0,1,normal,0
4.18,tcp,smtp,S0,79,8,274,468,0.742,0.871,0,0,dos,1
7.14,udp,smtp,SF,206,554,4,8,0.0,0.236,4,1,r2l,1
0.59,tcp,ftp,S0,47,6,410,371,0.81,0.922,0,0,dos,1
102.06,udp,ssh,SF,117,1916,4,7,0.16,0.741,0,1,normal,0
67.89,udp,ssh,SF,314,0,4,8,0.087,0.941,0,1,normal,0
30.26,udp,dns,SF,327,1205,9,1,0.0,0.986,0,1,normal,0
2.83,tcp,ftp,S0,30,0,171,284,0.93,0.965,0,0,dos,1
61.29,tcp,other,SF,690,939,6,2,0.034,0.945,0,1,normal,0
36.23,tcp,pop3,REJ,314,946,9,2,0.027,0.935,0,1,normal,0
0.61,tcp,other,S0,30,0,56,8,0.477,0.302,0,0,probe,1
70.65,udp,telnet,SF,347,181,4,2,0.002,0.929,0,1,normal,0
25.03,udp,dns,SF,201,543,8,4,0.0,0.762,0,1,normal,0
60.72,tcp,ssh,SF,608,1805,3,9,0.0,0.748,0,1,normal,0
0.0,udp,ssh,SF,315,1019,2,5,0.0,0.824,0,1,normal,0
54.48,tcp,ssh,SF,753,1526,2,8,0.0,1.0,0,1,normal,0
37.73,tcp,telnet,SF,566,1216,2,4,0.043,0.879,0,1,normal,0
38.28,udp,ssh,SF,344,0,8,6,0.0,0.963,0,1,normal,0
15.23,icmp,pop3,SF,231,1286,5,7,0.056,0.949,0,1,normal,0
15.84,udp,telnet,SF,877,939,8,7,0.0,1.0,0,1,normal,0
51.34,udp,smtp,SF,376,1689,2,9,0.0,0.884,0,1,normal,0
10.67,tcp,ftp,SF,33,1882,5,2,0.0,0.936,0,1,normal,0
33.95,tcp,http,SF,616,1307,6,7,0.054,0.811,0,1,normal,0
61.85,udp,dns,SF,1162,891,6,7,0.0,0.956,0,1,normal,0
1.27,tcp,http,S0,58,9,486,256,0.855,0.891,0,0,dos,1
19.43,udp,other,SF,424,1258,9,5,0.019,0.856,0,1,normal,0
74.29,tcp,smtp,SF,360,1082,5,1,0.038,0.814,0,1,normal,0
0.0,tcp,other,REJ,5,0,73,10,0.228,0.456,0,0,probe,1
18.67,udp,telnet,SF,53,1550,2,9,0.0,0.78,0,1,normal,0
27.52,tcp,dns,SF,477,752,6,8,0.0,0.827,0,1,normal,0
51.96,tcp,http,SF,855,155,7,1,0.119,0.889,0,1,normal,0
57.88,tcp,dns,SF,386,1356,5,1,0.013,1.0,0,1,normal,0
6.09,tcp,dns,REJ,516,869,8,3,0.0,1.0,0,1,normal,0
2.2,udp,other,RSTR,63,7,396,362,1.0,1.0,0,0,dos,1
2.08,tcp,other,REJ,35,4,383,510,0.857,0.947,0,0,dos,1
24.0,tcp,pop3,SF,112,767,2,1,0.096,1.0,0,1,normal,0
27.22,tcp,ssh,REJ,451,1254,7,1,0.039,0.764,0,1,normal,0
93.7,tcp,ftp,SF,379,1324,8,6,0.0,1.0,0,1,normal,0
61.25,tcp,http,SF,656,1357,6,1,0.065,0.721,0,1,normal,0
75.09,tcp,ssh,SF,118,553,3,6,0.062,0.841,0,1,normal,0
93.62,tcp,telnet,SF,396,1578,1,4,0.0,0.955,0,1,normal,0
2.46,tcp,ssh,S0,0,0,75,7,0.611,0.299,0,0,probe,1
0.0,tcp,smtp,SF,562,1244,9,2,0.0,0.907,0,1,normal,0
0.0,tcp,dns,SF,136,1316,8,2,0.044,0.933,0,1,normal,0
34.64,tcp,ssh,RSTR,1138,1837,9,8,0.0,0.884,0,1,normal,0
0.0,tcp,http,SF,786,0,1,1,0.136,0.875,0,1,normal,0
2.36,udp,dns,REJ,28,0,57,6,0.5,0.049,0,0,probe,1
83.28,tcp,dns,SF,667,931,1,4,0.03,0.924,0,1,normal,0
0.79,tcp,http,RSTR,37,0,421,192,1.0,1.0,0,0,dos,1
0.94,tcp,smtp,S0,49,0,191,487,0.802,0.913,0,0,dos,1
0.0,tcp,smtp,S0,24,1,95,4,0.411,0.472,0,0,probe,1
37.07,tcp,telnet,S0,555,856,1,1,0.0,0.677,0,1,normal,0
9.12,tcp,ssh,REJ,352,364,7,4,0.0,0.928,0,1,normal,0
2.66,tcp,smtp,S0,20,0,357,420,0.908,0.949,0,0,dos,1
2.5,tcp,ssh,REJ,76,0,420,185,1.0,0.97,0,0,dos,1
46.15,tcp,smtp,SF,730,470,6,5,0.053,0.994,0,1,normal,0
1.54,tcp,ftp,S0,61,0,485,413,0.907,0.996,0,0,dos,1
61.5,tcp,pop3,SF,671,1569,3,1,0.011,0.964,0,1,normal,0
0.0,tcp,ftp,SF,864,928,2,8,0.0,0.951,0,1,normal,0
2.38,tcp,dns,S0,56,0,443,497,0.897,0.997,0,0,dos,1
19.63,tcp,ftp,SF,751,797,8,2,0.073,0.852,0,1,normal,0
102.69,tcp,http,SF,490,709,4,9,0.009,1.0,0,1,normal,0
13.83,tcp,pop3,S0,162,536,14,3,0.019,0.664,4,0,r2l,1
2.04,tcp,http,RSTR,104,0,157,451,1.0,1.0,0,0,dos,1
0.0,tcp,pop3,SF,44,0,65,17,0.707,0.51,0,0,probe,1
0.0,tcp,smtp,SF,676,0,4,2,0.052,0.818,0,1,normal,0
193.98,tcp,http,SF,801,1096,3,4,0.084,0.851,0,1,u2r,1
14.39,udp,ssh,SF,0,924,3,1,0.0,0.952,0,1,normal,0
62.91,tcp,smtp,SF,813,985,5,2,0.015,0.765,0,1,normal,0
27.5,tcp,smtp,SF,405,1107,9,4,0.063,0.662,0,1,normal,0
0.0,udp,ftp,REJ,7,0,460,164,0.915,0.992,0,0,dos,1
1.99,udp,telnet,S0,12,0,53,1,0.79,0.014,0,0,probe,1
0.0,tcp,other,RSTR,61,4,508,210,0.985,0.927,0,0,dos,1
7.49,tcp,dns,SF,423,166,7,9,0.0,0.822,0,1,normal,0
58.94,tcp,http,S0,730,223,3,8,0.0,0.851,0,1,normal,0
78.69,udp,ssh,SF,0,0,8,4,0.0,0.988,0,1,normal,0
0.91,udp,smtp,SF,655,819,2,1,0.0,0.829,0,1,normal,0
65.88,tcp,ftp,RSTO,288,930,5,6,0.0,0.869,0,1,normal,0
59.39,tcp,ftp,SF,811,0,3,8,0.026,0.833,0,1,normal,0
4.93,tcp,ftp,S0,75,4,333,366,0.888,0.951,0,0,dos,1
0.0,tcp,dns,RSTR,44,0,275,112,0.814,0.919,0,0,dos,1
3.02,tcp,ssh,S0,54,0,254,462,0.858,0.996,0,0,dos,1
40.26,tcp,pop3,SF,1102,1411,3,3,0.1,0.909,0,1,normal,0
37.3,tcp,pop3,SF,924,579,9,3,0.0,0.807,0,1,normal,0
51.25,tcp,ftp,SF,257,1283,8,7,0.059,0.843,0,1,normal,0
47.32,tcp,http,SF,306,1827,8,7,0.0,0.837,0,1,normal,0
64.52,tcp,http,SF,986,984,2,6,0.071,0.939,0,1,normal,0
51.53,udp,ftp,SF,216,1217,8,6,0.006,0.853,0,1,normal,0
14.64,tcp,smtp,SF,343,1259,8,5,0.059,0.886,0,1,normal,0
27.13,tcp,pop3,SF,0,322,8,5,0.015,0.797,0,1,normal,0
68.5,tcp,pop3,S0,763,1578,7,8,0.048,0.956,0,1,normal,0
123.26,tcp,other,SF,1003,971,7,4,0.08,0.975,0,1,normal,0
25.9,tcp,telnet,SF,519,1879,6,7,0.061,0.808,0,1,normal,0
84.31,tcp,http,SF,846,2029,4,5,0.084,1.0,0,1,normal,0
74.8,tcp,telnet,SF,142,638,4,6,0.0,0.782,0,1,normal,0
51.36,tcp,ftp,SF,6,2644,1,3,0.049,0.9,0,1,normal,0
65.62,icmp,pop3,SF,298,822,9,9,0.051,0.848,0,1,normal,0
31.6,tcp,ssh,SF,255,752,3,4,0.049,0.671,0,1,normal,0
3.92,udp,ftp,REJ,37,0,75,10,0.841,0.0,0,0,probe,1
0.0,tcp,smtp,SF,659,1366,6,4,0.034,1.0,0,1,normal,0
94.67,tcp,telnet,SF,742,936,5,8,0.0,0.737,0,1,normal,0
6.27,tcp,other,SF,345,1170,9,3,0.068,0.867,0,1,normal,0
65.78,tcp,telnet,SF,517,1017,3,7,0.062,0.757,0,1,normal,0
0.0,icmp,smtp,SF,263,790,5,7,0.0,0.803,0,1,normal,0
0.0,tcp,dns,S0,0,0,444,131,0.81,0.93,0,0,dos,1
9.07,udp,smtp,SF,608,1173,6,6,0.0,1.0,0,1,normal,0
82.35,udp,telnet,SF,483,1633,6,5,0.057,0.812,0,1,normal,0
38.29,udp,http,SF,444,1079,8,1,0.0,0.75,0,1,normal,0
80.1,tcp,smtp,SF,804,1068,6,4,0.0,0.669,0,1,normal,0
39.17,udp,other,SF,407,1664,5,1,0.037,0.829,0,1,normal,0
111.97,tcp,other,SF,178,560,3,3,0.0,1.0,0,1,normal,0
67.47,tcp,dns,SF,1148,754,4,8,0.124,0.914,0,1,normal,0
25.87,tcp,ssh,SF,0,176,14,5,0.049,0.072,4,0,r2l,1
0.0,tcp,pop3,RSTR,87,9,441,332,0.866,0.972,0,0,dos,1
63.54,tcp,ssh,SF,1017,534,3,1,0.009,0.758,1,1,u2r,1
40.85,udp,ssh,S0,489,707,4,4,0.041,1.0,0,1,normal,0
1.27,tcp,dns,REJ,35,0,312,344,0.748,0.931,0,0,dos,1
106.12,tcp,telnet,SF,672,859,6,7,0.022,0.995,0,1,normal,0
57.01,tcp,http,SF,166,941,4,4,0.0,0.838,0,1,normal,0
108.97,tcp,dns,SF,630,345,2,4,0.141,0.86,1,1,u2r,1
80.79,icmp,ftp,S0,0,856,7,6,0.0,0.75,0,1,normal,0
0.0,icmp,http,S0,21,3,25,10,0.487,0.127,0,0,probe,1
1.1,tcp,smtp,S0,16,2,500,472,1.0,0.836,0,0,dos,1
81.37,udp,smtp,SF,65,110,6,5,0.088,0.831,0,1,normal,0
0.0,tcp,telnet,RSTR,547,1083,1,9,0.083,0.908,0,1,normal,0
79.86,tcp,pop3,SF,583,290,7,7,0.064,0.871,0,1,normal,0
0.0,tcp,telnet,SF,12,1,31,19,0.82,0.357,0,0,probe,1
0.0,udp,dns,REJ,67,0,292,417,0.972,0.99,0,0,dos,1
88.18,udp,http,SF,258,1185,9,3,0.123,0.854,0,1,normal,0
0.0,tcp,pop3,SF,581,676,4,1,0.043,0.892,0,1,normal,0
43.52,tcp,pop3,SF,566,1168,5,5,0.002,0.799,0,1,normal,0
96.25,tcp,dns,REJ,742,1058,7,6,0.0,0.901,0,1,normal,0
85.11,tcp,other,SF,615,0,6,9,0.03,0.958,0,1,normal,0
0.87,udp,telnet,S0,48,0,326,446,1.0,0.923,0,0,dos,1
66.2,tcp,other,SF,676,1245,7,9,0.0,0.85,0,1,normal,0
1.53,tcp,pop3,S0,62,4,375,461,0.816,0.961,0,0,dos,1
64.55,tcp,smtp,SF,888,759,7,3,0.0,0.918,0,1,normal,0
52.44,icmp,ftp,SF,868,983,9,9,0.021,0.921,0,1,normal,0
38.48,udp,dns,SF,191,1116,3,6,0.057,0.796,0,1,normal,0
3.8,udp,pop3,REJ,11,0,51,8,0.839,0.109,0,0,probe,1
64.93,tcp,pop3,SF,173,764,6,3,0.177,0.839,0,1,normal,0
109.71,tcp,ssh,SF,587,263,6,2,0.003,1.0,0,1,normal,0
124.14,tcp,smtp,SF,447,463,4,8,0.0,0.764,0,1,normal,0
1.66,icmp,ftp,REJ,93,0,217,469,0.845,0.961,0,0,dos,1
68.69,tcp,http,SF,447,1079,5,5,0.0,0.882,0,1,normal,0
56.38,udp,http,SF,694,1336,9,8,0.058,0.919,0,1,normal,0
0.0,tcp,other,RSTR,61,8,125,474,1.0,0.931,0,0,dos,1
0.19,udp,smtp,REJ,36,6,264,426,0.899,0.922,0,0,dos,1
53.52,tcp,http,SF,364,960,5,5,0.07,0.949,0,1,normal,0
82.86,tcp,ftp,SF,589,1071,1,5,0.104,0.908,0,1,normal,0
51.75,tcp,dns,SF,335,555,3,4,0.133,0.946,0,1,normal,0
86.07,tcp,http,SF,227,1385,1,3,0.103,0.84,0,1,normal,0
5.38,tcp,ssh,SF,661,1405,3,3,0.07,0.958,0,1,normal,0
0.0,tcp,ssh,SF,400,1023,8,2,0.0,0.815,0,1,normal,0
93.53,udp,smtp,SF,124,963,1,9,0.056,1.0,0,1,normal,0
30.17,tcp,telnet,SF,894,839,9,5,0.005,0.878,0,1,normal,0
57.88,tcp,ssh,SF,0,941,3,9,0.037,0.867,0,1,normal,0
63.9,udp,ssh,SF,0,1718,9,2,0.0,0.692,0,1,normal,0
22.8,tcp,ssh,SF,228,1084,9,7,0.061,1.0,0,1,normal,0
96.27,tcp,pop3,SF,526,791,8,9,0.041,0.839,0,1,normal,0
22.44,tcp,pop3,SF,197,406,14,2,0.095,0.516,2,0,r2l,1
47.27,tcp,ftp,SF,795,428,2,9,0.04,0.782,0,1,normal,0
24.98,tcp,dns,SF,668,514,6,2,0.0,0.985,0,1,normal,0
51.72,tcp,ftp,SF,437,380,8,3,0.038,0.85,0,1,normal,0
95.81,udp,ssh,SF,549,1216,7,3,0.072,0.932,0,1,normal,0
84.59,tcp,telnet,SF,370,1318,9,7,0.0,0.871,0,1,normal,0
23.18,tcp,http,SF,206,172,9,1,0.0,0.988,0,1,normal,0
2.03,tcp,ssh,S0,3,8,505,467,0.874,0.975,0,0,dos,1
46.37,tcp,ssh,SF,238,434,7,4,0.012,0.851,0,1,normal,0
26.1,tcp,dns,SF,781,1330,2,7,0.0,0.897,0,1,normal,0
107.9,tcp,telnet,SF,725,2147,7,5,0.0,0.744,0,1,normal,0
153.39,tcp,smtp,SF,499,389,6,7,0.027,0.988,0,1,normal,0
42.76,tcp,telnet,SF,369,370,8,8,0.179,0.656,3,0,r2l,1
92.37,tcp,ftp,SF,766,624,1,8,0.105,1.0,0,1,normal,0
0.82,tcp,pop3,S0,64,7,239,193,1.0,0.916,0,0,dos,1
0.05,tcp,ssh,S0,0,0,451,236,1.0,0.942,0,0,dos,1
52.41,tcp,telnet,SF,610,1906,8,2,0.051,1.0,0,1,normal,0
0.0,icmp,ftp,SF,512,1671,7,7,0.119,0.901,0,1,normal,0
57.2,tcp,pop3,SF,576,891,5,2,0.051,0.796,0,1,normal,0
0.0,tcp,telnet,S0,40,0,247,320,0.916,0.872,0,0,dos,1
21.65,tcp,other,SF,712,695,4,1,0.0,0.856,0,1,normal,0
77.13,udp,other,SF,542,533,7,2,0.0,0.802,0,1,normal,0
1.59,tcp,ssh,RSTR,9,0,331,220,0.93,0.899,0,0,dos,1
0.9,udp,dns,S0,73,0,473,236,0.907,1.0,0,0,dos,1
150.87,tcp,ssh,RSTR,0,1690,9,9,0.0,0.811,0,1,normal,0
138.93,tcp,other,REJ,646,184,3,4,0.08,0.905,0,1,normal,0
2.9,tcp,pop3,REJ,38,1,151,223,0.828,0.935,0,0,dos,1
105.54,tcp,http,SF,534,947,4,3,0.019,1.0,0,1,normal,0
0.0,tcp,pop3,S0,87,0,209,368,0.813,0.993,0,0,dos,1
6.32,tcp,telnet,SF,471,2445,2,5,0.077,0.791,0,1,normal,0
119.35,tcp,ftp,SF,681,732,2,5,0.014,0.914,0,1,normal,0
0.0,icmp,http,S0,65,0,198,333,0.831,0.875,0,0,dos,1
96.34,tcp,ftp,SF,171,505,1,9,0.0,0.805,0,1,normal,0
30.68,tcp,dns,SF,503,1182,8,1,0.03,0.921,0,1,normal,0
52.15,tcp,smtp,RSTO,528,291,1,2,0.023,1.0,0,1,normal,0
59.48,tcp,ftp,SF,0,0,3,7,0.075,0.98,0,1,normal,0
0.0,tcp,dns,S0,75,0,149,500,0.893,0.958,0,0,dos,1
125.95,tcp,telnet,SF,427,401,7,6,0.0,0.889,0,1,normal,0
88.14,tcp,telnet,SF,545,1012,8,9,0.0,0.898,0,1,normal,0
40.24,tcp,ssh,SF,404,0,6,3,0.0,0.937,0,1,normal,0
29.98,tcp,other,SF,229,366,13,6,0.306,0.439,1,1,r2l,1
73.83,tcp,smtp,SF,970,1221,2,6,0.155,1.0,0,1,normal,0
34.25,tcp,ftp,SF,467,438,14,2,0.11,0.372,4,0,r2l,1
0.65,udp,smtp,REJ,4,1,30,4,1.0,0.0,0,0,probe,1
76.28,tcp,ftp,SF,285,532,6,1,0.0,0.999,0,1,normal,0
3.67,udp,ftp,REJ,48,4,389,485,0.936,0.992,0,0,dos,1
24.94,tcp,ssh,SF,524,1279,8,4,0.0,0.992,0,1,normal,0
100.53,icmp,dns,SF,898,993,8,1,0.0,0.808,0,1,normal,0
0.0,tcp,dns,SF,354,1055,1,4,0.0,1.0,0,1,normal,0
1.64,tcp,smtp,RSTR,55,2,157,102,0.976,0.999,0,0,dos,1
1.5,udp,pop3,S0,1,0,284,477,0.888,0.984,0,0,dos,1
0.0,tcp,telnet,S0,25,3,121,509,0.964,0.904,0,0,dos,1
101.18,tcp,telnet,SF,0,389,1,4,0.039,0.61,1,1,u2r,1
40.24,udp,ftp,SF,282,1536,9,4,0.081,1.0,0,1,normal,0
0.0,tcp,other,S0,51,0,358,408,0.876,1.0,0,0,dos,1
0.2,tcp,http,S0,82,0,123,274,0.681,0.897,0,0,dos,1
62.59,udp,pop3,SF,204,390,5,5,0.0,0.635,0,1,normal,0
33.79,tcp,pop3,SF,49,818,5,7,0.056,0.772,0,1,normal,0
69.99,tcp,telnet,SF,344,566,6,6,0.002,0.963,0,1,normal,0
0.46,udp,dns,RSTR,88,0,305,451,0.626,0.929,0,0,dos,1
8.62,tcp,telnet,SF,311,690,2,4,0.021,0.904,0,1,normal,0
0.0,udp,smtp,S0,71,6,347,405,0.953,0.931,0,0,dos,1
40.03,tcp,smtp,SF,993,1341,7,7,0.013,0.903,0,1,normal,0
28.55,udp,smtp,SF,405,1527,2,8,0.052,0.892,0,1,normal,0
0.0,tcp,pop3,REJ,171,1365,5,5,0.04,0.922,0,1,normal,0
72.99,tcp,ssh,RSTO,292,1446,9,2,0.131,0.777,0,1,normal,0
2.01,tcp,http,S0,13,0,41,4,0.47,0.46,0,0,probe,1
0.0,tcp,ftp,SF,113,1425,7,9,0.0,0.829,0,1,normal,0
1.26,tcp,telnet,REJ,32,2,37,6,0.432,0.033,0,0,probe,1
26.76,tcp,http,RSTO,771,1528,8,8,0.0,0.862,0,1,normal,0
21.99,udp,smtp,SF,1513,477,4,2,0.104,0.934,0,1,u2r,1
5.56,tcp,ssh,SF,415,1284,9,1,0.039,0.882,0,1,normal,0
67.66,tcp,ftp,SF,723,2722,4,1,0.0,0.759,0,1,normal,0
77.58,udp,smtp,REJ,381,1244,3,8,0.064,0.86,0,1,normal,0
0.73,tcp,http,SF,666,1247,2,1,0.008,0.882,0,1,normal,0
63.81,tcp,pop3,SF,458,1075,8,3,0.0,0.942,0,1,normal,0
2.33,tcp,telnet,S0,93,0,223,109,0.902,0.941,0,0,dos,1
39.5,tcp,http,SF,619,1096,5,2,0.067,0.875,0,1,normal,0
81.82,tcp,ftp,SF,471,1302,1,4,0.0,0.937,0,1,normal,0
137.82,udp,smtp,RSTR,358,1747,7,3,0.0,0.887,0,1,normal,0
0.61,tcp,other,SF,504,637,5,8,0.0,0.739,0,1,normal,0
