duration,src_bytes,dst_bytes,count,srv_count,serror_rate,same_srv_rate,num_failed_logins,logged_in,protocol_type_enc,service_enc,flag_enc
1.47,23,8,113,412,0.834,1.0,0,0,1,4,3
144.67,340,1740,9,2,0.0,1.0,0,1,2,0,4
10.22,16,1836,1,9,0.063,1.0,0,1,2,1,4
24.31,1097,262,9,1,0.0,0.774,0,1,1,7,4
32.36,800,0,8,6,0.023,0.562,0,1,1,1,4
58.83,541,303,9,6,0.028,1.0,0,1,1,2,4
11.78,0,111,1,7,0.0,0.861,0,1,1,4,4
112.29,1076,1237,8,5,0.086,0.668,0,1,2,2,4
0.23,27,0,217,443,0.953,0.963,0,0,1,2,0
92.4,739,1352,3,8,0.0,0.86,0,1,1,1,4
0.0,22,0,69,18,0.293,0.3,0,0,2,1,3
2.57,22,0,76,15,0.337,0.02,0,0,1,5,3
24.76,824,1353,5,4,0.062,0.808,0,1,1,6,4
0.68,26,0,175,477,0.831,0.919,0,0,2,7,0
135.84,221,1756,3,8,0.089,0.958,0,1,0,7,4
30.16,793,1129,9,2,0.064,0.625,0,1,1,0,3
58.54,346,406,7,3,0.052,1.0,0,1,1,1,4
102.64,667,1718,1,7,0.039,0.767,0,1,1,2,4
27.13,465,279,8,8,0.039,0.886,0,1,1,2,4
3.88,14,0,142,302,0.928,0.926,0,0,1,5,0
12.49,218,1392,9,2,0.0,0.77,0,1,1,5,1
2.95,62,0,432,327,0.895,0.946,0,0,1,1,2
0.0,31,0,183,349,0.932,0.947,0,0,1,1,3
68.93,777,210,2,5,0.003,0.865,0,1,1,1,4
1.94,56,0,113,257,1.0,0.999,0,0,1,5,3
75.99,246,266,1,9,0.046,0.913,0,1,1,2,4
0.0,11,0,40,19,0.496,0.119,0,0,1,1,3
41.79,608,805,5,2,0.0,0.853,0,1,1,1,4
0.0,225,408,9,7,0.0,0.918,0,1,1,6,1
0.0,33,1,193,193,0.939,0.952,0,0,1,1,3
73.26,672,431,6,7,0.033,0.985,0,1,0,6,4
82.3,1083,589,5,3,0.023,0.952,0,1,1,4,4
4.75,33,2,22,9,0.387,0.142,0,0,1,4,4
0.0,675,762,7,9,0.067,0.816,0,1,1,3,4
92.39,622,862,1,9,0.059,0.924,0,1,1,2,3
52.24,402,883,5,2,0.079,0.732,0,1,1,7,4
31.31,91,598,2,9,0.031,0.843,0,1,1,4,4
146.51,446,0,9,2,0.047,0.946,0,1,1,2,4
1.12,88,0,377,111,1.0,1.0,0,0,1,6,3
53.78,180,568,5,6,0.003,0.937,0,1,2,2,4
9.84,200,1520,3,7,0.0,0.994,0,1,2,4,4
30.9,810,145,1,8,0.114,0.911,0,1,1,6,4
0.0,0,808,1,4,0.0,0.876,0,1,1,1,4
38.73,376,1354,3,3,0.016,0.806,0,1,1,7,3
30.43,445,992,9,7,0.012,0.958,0,1,1,7,4
14.46,237,1421,5,8,0.078,1.0,0,1,2,1,4
153.38,751,1115,1,6,0.0,0.928,0,1,1,3,0
100.19,592,1191,8,8,0.046,0.967,0,1,1,5,4
99.68,520,1130,8,6,0.0,0.904,0,1,1,6,4
5.75,24,1,97,8,0.296,0.471,0,0,1,2,4
2.51,22,0,54,15,0.51,0.111,0,0,2,4,4
77.78,519,1738,1,6,0.0,0.899,0,1,1,1,4
119.13,919,1497,4,8,0.047,1.0,0,1,0,5,4
4.14,23,0,267,275,1.0,0.994,0,0,1,1,3
119.36,339,1613,3,2,0.044,0.913,0,1,1,0,0
66.03,0,781,8,6,0.105,1.0,0,1,1,3,1
1.42,0,0,31,17,0.391,0.359,0,0,2,2,4
113.21,914,557,8,1,0.0,0.826,0,1,2,7,1
33.93,0,359,7,9,0.0,0.866,0,1,1,3,4
1.4,93,3,262,319,1.0,0.947,0,0,0,1,2
77.61,805,800,4,3,0.0,0.937,0,1,1,1,4
6.32,471,2445,2,5,0.077,0.791,0,1,1,7,4
0.0,3,5,89,9,0.165,0.204,0,0,1,1,4
0.0,972,749,6,2,0.0,0.744,0,1,1,3,4
17.55,324,341,13,9,0.079,0.406,2,0,1,3,4
81.6,0,1107,3,4,0.013,0.892,0,1,2,1,4
74.27,571,18,3,9,0.039,0.855,0,1,1,1,4
27.23,140,928,2,9,0.015,0.781,0,1,1,2,4
73.56,181,869,6,7,0.0,0.942,0,1,1,6,4
27.9,528,1276,2,7,0.084,0.826,0,1,1,1,4
0.0,501,1215,6,9,0.006,1.0,0,1,1,7,4
0.0,83,2,162,452,1.0,1.0,0,0,1,1,2
0.0,25,0,41,16,0.374,0.221,0,0,1,5,3
0.0,0,323,4,3,0.0,0.692,1,0,2,7,4
52.18,872,1398,1,1,0.083,0.769,0,1,2,6,4
4.85,3,679,4,7,0.053,0.797,0,1,2,3,4
69.27,405,497,8,6,0.05,1.0,0,1,1,3,2
96.83,365,2237,7,8,0.0,0.924,0,1,2,0,4
77.46,651,1705,5,8,0.001,1.0,0,1,1,7,4
0.0,371,449,4,9,0.005,0.736,4,0,1,1,4
60.16,427,889,2,8,0.0,0.854,0,1,2,6,4
1.85,94,0,391,505,0.827,0.921,0,0,1,5,0
0.0,0,0,332,397,0.897,0.958,0,0,1,6,3
19.5,162,752,3,2,0.063,1.0,0,1,1,2,4
0.9,111,0,394,242,0.783,1.0,0,0,1,3,3
56.57,524,1224,4,5,0.142,0.922,0,1,2,5,4
122.69,1570,568,1,3,0.0,0.75,0,1,2,7,4
60.26,410,1504,3,6,0.09,0.829,0,1,1,0,4
39.84,0,261,2,1,0.005,0.794,0,1,1,4,4
55.24,313,1154,8,5,0.018,0.921,0,1,1,7,0
0.0,53,0,269,208,0.897,0.852,0,0,0,6,3
0.1,16,0,30,11,0.449,0.115,0,0,1,6,0
24.33,761,2139,3,1,0.013,0.894,0,1,0,6,4
107.84,791,844,7,5,0.033,0.894,0,1,1,0,4
71.0,933,431,5,7,0.0,0.822,0,1,1,5,2
0.0,497,1180,5,5,0.098,0.824,0,1,1,5,4
1.75,48,0,463,206,0.921,0.946,0,0,1,6,2
18.64,172,584,8,2,0.175,0.705,3,0,1,7,4
0.0,20,1,87,2,0.374,0.0,0,0,1,7,0
17.49,258,513,2,2,0.225,1.0,2,0,1,0,4
5.13,40,0,74,16,0.388,0.293,0,0,0,7,3
0.0,0,737,7,8,0.0,0.943,0,1,1,1,3
49.11,929,1494,7,2,0.0,0.896,0,1,1,3,4
39.41,474,1471,7,1,0.0,1.0,0,1,1,1,2
29.28,160,1178,5,3,0.102,0.955,0,1,1,1,4
61.9,577,640,4,3,0.015,0.966,0,1,0,7,4
49.26,841,1183,8,4,0.051,1.0,0,1,1,7,4
3.2,46,0,48,15,0.236,0.201,0,0,1,0,3
0.0,11,2,56,4,0.378,0.026,0,0,1,1,4
0.0,311,834,9,3,0.0,0.908,0,1,1,5,4
40.41,388,0,1,8,0.073,0.96,0,1,0,6,4
82.67,355,262,4,3,0.067,0.812,0,1,1,2,4
26.02,751,878,5,7,0.0,1.0,0,1,1,7,4
5.69,429,840,5,4,0.059,0.947,0,1,1,7,4
0.95,58,1,195,158,0.738,0.973,0,0,1,3,3
0.0,33,5,273,188,1.0,0.998,0,0,1,6,3
113.91,496,369,1,8,0.07,0.863,0,1,1,3,4
0.0,59,0,162,131,1.0,0.946,0,0,1,5,2
2.78,12,1,95,12,0.535,0.23,0,0,1,2,4
83.31,671,660,2,8,0.056,0.954,0,1,1,6,4
0.43,29,0,36,8,0.258,0.115,0,0,2,6,0
87.62,325,770,3,5,0.017,0.9,0,1,1,1,0
73.77,338,1275,6,4,0.068,0.916,0,1,1,1,4
112.93,73,1294,9,2,0.0,0.907,0,1,1,5,4
81.27,773,1254,6,5,0.003,0.894,0,1,1,0,4
34.0,158,1498,4,3,0.005,0.912,0,1,1,4,4
58.38,964,208,9,6,0.065,0.88,0,1,1,7,4
55.23,102,1805,2,4,0.013,1.0,0,1,1,0,4
86.29,1011,246,3,1,0.009,0.839,0,1,1,3,4
53.86,852,359,2,5,0.029,1.0,0,1,1,4,4
77.99,861,407,4,2,0.011,0.847,0,1,1,3,3
42.55,996,1127,7,7,0.013,0.856,0,1,1,2,4
40.74,0,1103,9,6,0.049,0.924,0,1,1,2,4
19.87,521,1111,7,7,0.0,0.778,0,1,2,7,3
47.64,1120,1471,3,5,0.0,0.974,0,1,1,2,4
54.41,701,624,9,7,0.0,1.0,0,1,0,0,4
33.61,1061,0,6,6,0.123,0.927,0,1,1,6,4
92.77,430,573,2,5,0.0,0.856,0,1,1,6,4
0.0,660,0,2,5,0.03,0.967,0,1,2,2,4
23.81,218,253,12,1,0.274,0.357,3,1,1,6,4
21.23,230,269,3,1,0.057,0.829,0,1,1,3,2
59.64,323,227,9,5,0.055,0.875,0,1,1,3,4
41.79,540,1722,3,7,0.046,0.908,0,1,2,0,4
0.0,279,392,4,2,0.0,0.861,0,1,1,6,4
69.95,768,1298,8,4,0.018,0.956,0,1,1,2,4
21.49,291,118,14,6,0.303,0.666,2,1,0,1,3
34.82,576,789,7,4,0.022,0.987,0,1,1,2,4
38.52,685,1027,7,1,0.124,0.832,0,1,1,0,4
2.93,70,0,135,394,0.914,0.894,0,0,1,6,2
99.05,565,0,2,1,0.001,0.932,0,1,1,7,4
114.91,376,1611,3,5,0.0,0.913,0,1,1,1,4
37.2,314,1113,8,1,0.037,0.708,0,1,0,4,0
48.75,332,1572,8,4,0.087,0.71,0,1,1,7,4
0.0,20,0,390,288,0.775,0.975,0,0,1,5,3
73.84,380,1007,8,9,0.0,0.974,0,1,0,3,4
0.0,64,9,462,444,0.997,0.875,0,0,1,6,0
1.13,25,0,21,18,0.376,0.231,0,0,1,1,3
77.62,707,621,1,5,0.0,0.7,0,1,1,1,4
3.64,25,0,61,10,0.498,0.372,0,0,1,6,0
0.0,800,1066,3,5,0.086,0.916,0,1,1,7,4
53.46,705,833,9,8,0.0,1.0,0,1,1,6,4
38.93,725,564,4,5,0.0,0.926,0,1,1,4,4
3.87,87,0,338,223,0.949,0.993,0,0,1,1,0
93.97,506,525,2,9,0.017,0.865,0,1,2,6,4
25.61,422,1539,8,4,0.093,0.88,0,1,1,5,4
1.45,22,3,75,17,0.311,0.148,0,0,1,3,4
0.0,548,959,2,7,0.0,0.763,0,1,0,2,4
85.45,455,1764,3,1,0.11,1.0,0,1,1,4,4
77.99,509,923,1,3,0.046,0.919,0,1,2,3,4
0.0,616,339,1,5,0.077,0.828,0,1,1,2,4
8.52,497,1132,9,9,0.024,0.819,0,1,1,6,4
0.0,9,0,295,379,1.0,0.931,0,0,1,3,3
0.0,20,4,83,19,0.951,0.374,0,0,1,7,3
63.17,525,1460,6,2,0.0,0.756,0,1,1,0,4
79.26,239,1688,8,3,0.0,0.879,0,1,1,6,4
58.58,449,1154,5,2,0.011,1.0,0,1,1,0,4
22.18,79,0,3,8,0.045,0.835,0,1,2,1,1
1.22,1,0,429,443,0.86,0.972,0,0,1,1,2
47.85,367,1002,4,3,0.044,0.847,0,1,1,7,4
92.28,135,546,6,4,0.041,0.863,0,1,1,4,4
74.81,315,2754,3,8,0.06,0.938,0,1,1,0,4
22.95,579,631,7,3,0.086,1.0,0,1,1,4,4
0.0,186,698,8,9,0.044,1.0,0,1,1,0,4
0.0,98,6,298,118,1.0,0.971,0,0,1,2,0
44.1,413,1262,5,3,0.0,0.8,0,1,1,1,4
66.68,567,113,3,5,0.062,0.951,0,1,1,7,4
54.27,3,330,6,1,0.0,0.843,0,1,1,1,2
37.95,496,1569,6,1,0.0,0.96,0,1,1,0,4
81.31,714,528,8,9,0.006,1.0,0,1,1,0,3
82.9,500,888,4,2,0.0,0.808,0,1,2,5,4
0.43,36,0,248,408,0.887,0.918,0,0,1,1,0
0.0,495,518,5,7,0.0,0.98,0,1,1,0,4
0.0,270,414,9,9,0.0,0.775,0,1,1,0,4
50.16,498,457,7,2,0.016,1.0,0,1,1,4,3
73.21,369,997,9,9,0.0,1.0,0,1,1,4,4
30.38,253,16,2,3,0.015,1.0,0,1,1,5,2
84.44,461,728,7,9,0.0,0.808,0,1,1,2,4
0.0,79,1090,1,5,0.06,1.0,0,1,1,1,4
0.0,340,1077,5,8,0.074,0.843,0,1,1,2,4
93.92,0,1680,7,9,0.103,0.869,0,1,1,0,4
0.0,6,8,355,353,0.688,0.96,0,0,2,5,3
3.61,186,406,6,7,0.032,1.0,0,1,1,5,4
137.81,806,2061,8,5,0.051,0.941,0,1,2,3,4
0.0,42,0,418,329,1.0,0.924,0,0,1,6,3
130.15,1211,488,2,1,0.114,0.632,0,1,2,3,4
74.4,1101,1157,2,9,0.0,0.779,0,1,0,7,4
102.39,325,1148,7,8,0.126,0.991,0,1,1,2,4
73.56,903,1781,5,6,0.099,0.808,0,1,2,6,4
37.12,262,1391,5,2,0.0,0.803,0,1,1,3,4
36.82,406,1288,3,7,0.055,0.934,0,1,1,4,0
0.0,37,0,305,207,0.819,0.931,0,0,2,6,0
0.0,0,1256,3,1,0.007,0.9,0,1,1,5,4
0.0,58,0,55,6,0.603,0.187,0,0,0,7,0
4.2,374,1207,2,1,0.0,0.816,0,1,2,6,4
0.66,9,2,66,10,0.516,0.0,0,0,1,6,3
60.27,713,1344,4,6,0.086,0.854,0,1,1,3,4
50.98,0,664,3,2,0.003,0.924,0,1,1,3,4
26.25,358,1550,1,8,0.012,1.0,0,1,2,4,4
51.07,355,1982,5,6,0.059,1.0,0,1,2,1,4
65.63,615,1052,9,6,0.075,0.862,0,1,2,2,4
115.94,1130,828,2,1,0.08,0.91,0,1,2,3,4
35.18,211,2183,8,8,0.011,0.823,0,1,0,7,4
18.92,1046,1649,8,8,0.067,0.929,0,1,1,6,4
28.84,572,1521,9,9,0.0,0.853,0,1,1,7,3
0.0,749,116,1,2,0.102,0.961,1,1,1,1,4
140.79,648,1453,8,6,0.0,0.989,0,1,2,5,4
6.13,45,5,223,180,0.968,0.871,0,0,1,2,2
50.36,766,1121,3,4,0.0,0.966,0,1,1,3,4
4.06,27,0,46,17,0.301,0.175,0,0,2,3,4
35.41,829,1625,7,6,0.041,1.0,0,1,1,6,4
2.45,59,1,294,142,0.942,0.94,0,0,2,5,3
19.33,173,629,13,6,0.14,0.502,4,0,1,7,4
2.39,38,1,61,3,0.112,0.0,0,0,1,0,3
39.11,443,1285,4,3,0.09,0.789,0,1,2,5,4
40.14,428,1286,9,5,0.044,0.943,0,1,0,3,4
1.81,66,0,135,289,0.83,0.971,0,0,0,4,3
85.7,531,1184,7,9,0.024,0.954,0,1,1,2,4
23.69,807,1492,4,7,0.085,0.945,0,1,1,1,4
16.84,81,671,6,1,0.188,0.94,3,0,1,5,3
78.28,186,1414,6,8,0.039,0.985,0,1,1,1,4
80.98,829,871,3,7,0.061,0.859,0,1,1,6,0
4.07,18,3,337,189,0.944,0.942,0,0,2,6,0
75.78,823,1040,6,5,0.054,0.695,0,1,2,4,3
94.29,327,1198,2,6,0.0,1.0,0,1,1,6,4
71.93,255,1274,1,9,0.0,0.789,0,1,2,6,4
60.98,43,1506,6,8,0.0,0.886,0,1,0,1,4
98.9,300,864,7,1,0.056,0.899,0,1,1,3,4
39.63,175,385,5,1,0.063,0.559,4,1,1,3,4
14.45,459,1003,3,4,0.0,1.0,0,1,1,3,4
0.0,19,0,90,1,0.235,0.368,0,0,1,5,3
30.03,1231,311,3,4,0.019,0.685,0,1,1,7,4
25.39,479,1457,3,4,0.12,0.856,0,1,2,7,4
78.39,807,0,6,6,0.042,0.919,0,1,1,3,4
33.78,184,1094,5,3,0.0,0.909,0,1,1,6,4
0.0,1160,1549,9,4,0.0,0.921,0,1,1,1,4
55.25,628,1557,3,1,0.0,0.937,0,1,1,1,4
169.96,653,375,1,2,0.091,0.708,0,1,1,0,4
0.0,993,0,2,2,0.047,0.753,1,1,1,0,4
22.07,596,1243,9,5,0.027,0.916,0,1,1,2,4
45.38,472,1401,6,6,0.0,0.833,0,1,0,0,0
49.66,411,2081,9,7,0.054,1.0,0,1,1,7,4
2.96,269,544,7,1,0.02,1.0,0,1,1,0,4
0.0,473,242,4,5,0.0,0.932,0,1,2,1,4
4.47,14,4,27,6,0.621,0.099,0,0,2,0,4
48.12,904,588,9,8,0.0,0.909,0,1,2,4,2
80.21,491,1638,4,8,0.022,0.857,0,1,2,1,4
0.67,43,5,490,243,0.821,0.933,0,0,1,5,3
8.75,0,1102,5,2,0.002,0.978,0,1,2,5,4
77.56,284,1549,5,5,0.006,0.774,0,1,1,1,3
0.0,1082,975,4,9,0.156,0.828,0,1,1,6,4
104.72,1180,1570,7,9,0.0,0.903,0,1,0,2,4
1.84,30,0,486,407,0.91,0.877,0,0,2,5,3
38.21,712,516,1,2,0.056,0.921,0,1,1,0,4
27.87,280,667,4,6,0.0,0.752,0,1,1,5,4
25.47,740,840,4,9,0.003,1.0,0,1,1,1,4
1.43,93,0,313,463,0.924,1.0,0,0,1,4,3
1.67,70,8,202,130,0.873,0.919,0,0,2,4,3
0.0,314,2063,8,8,0.0,0.961,0,1,1,2,4
0.59,490,1508,1,5,0.003,0.886,0,1,1,0,4
0.0,459,599,9,6,0.0,0.988,0,1,1,4,4
49.95,26,2237,6,6,0.0,0.86,0,1,1,7,1
107.49,504,356,7,9,0.0,0.924,0,1,1,7,2
82.18,983,723,2,2,0.007,0.842,0,1,1,5,4
14.31,758,1185,8,1,0.0,0.944,0,1,1,0,4
24.22,813,367,4,8,0.085,0.954,0,1,0,7,0
4.08,11,0,446,177,0.968,0.924,0,0,1,1,3
27.14,27,1537,2,5,0.0,0.882,0,1,1,7,4
0.91,10,0,48,1,0.443,0.253,0,0,1,1,4
12.33,0,375,5,6,0.085,0.912,0,1,1,3,4
76.01,411,1314,8,1,0.082,0.894,0,1,1,7,4
0.33,65,2,187,467,0.945,0.983,0,0,0,6,3
0.0,343,0,4,4,0.0,0.951,0,1,0,6,4
22.77,0,1217,5,7,0.017,0.624,0,1,1,7,4
3.3,215,1145,3,6,0.0,0.925,0,1,1,5,2
27.37,1533,583,3,4,0.008,0.854,0,1,1,1,4
35.02,168,1217,8,9,0.018,0.85,0,1,1,7,4
9.26,570,1247,9,6,0.04,0.841,0,1,2,0,4
1.27,38,10,494,314,1.0,0.932,0,0,1,6,2
28.96,238,817,3,8,0.049,0.9,0,1,1,0,0
50.08,868,348,2,5,0.053,0.695,0,1,1,1,4
0.0,54,0,376,155,0.855,0.887,0,0,1,0,3
75.34,576,1014,8,3,0.0,0.836,0,1,2,6,4
2.05,3,0,79,1,0.261,0.175,0,0,1,5,3
35.27,388,0,7,8,0.045,0.993,0,1,1,7,4
149.6,388,1280,3,3,0.075,0.848,0,1,1,7,4
3.8,51,0,357,492,1.0,0.95,0,0,1,7,3
77.71,510,62,6,7,0.046,1.0,0,1,1,4,4
86.88,0,636,2,1,0.0,0.786,0,1,1,0,4
87.28,93,1712,9,2,0.035,0.82,0,1,1,1,3
0.0,42,8,294,328,0.778,0.928,0,0,1,3,0
31.0,522,1717,4,8,0.024,0.895,0,1,1,0,4
1.63,64,0,464,211,1.0,1.0,0,0,1,5,2
0.0,675,679,8,3,0.0,0.801,0,1,1,7,4
60.13,641,976,7,3,0.0,0.964,0,1,1,6,0
0.0,1,0,40,19,0.15,0.162,0,0,0,6,3
5.47,568,945,2,2,0.063,0.887,0,1,1,2,4
94.38,235,745,4,7,0.057,0.929,0,1,2,6,4
65.21,743,85,3,2,0.069,0.951,0,1,2,3,4
7.68,554,793,6,7,0.009,0.974,0,1,1,5,4
132.59,640,810,8,9,0.081,0.775,0,1,1,5,4
88.82,787,1080,4,6,0.027,0.72,0,1,2,1,4
0.0,71,0,456,227,0.956,0.926,0,0,1,7,3
8.26,419,469,1,6,0.0,1.0,0,1,1,1,4
0.0,0,185,3,7,0.017,0.897,0,1,1,3,4
166.44,623,2017,9,8,0.026,0.917,0,1,1,1,4
75.65,704,1718,6,4,0.009,0.864,0,1,2,4,4
0.0,62,0,115,266,0.817,0.868,0,0,1,7,3
23.8,0,0,13,1,0.0,0.436,2,0,1,1,3
50.7,674,1899,2,5,0.147,1.0,0,1,1,5,4
4.75,66,6,318,312,0.839,0.922,0,0,1,2,3
44.95,144,1308,3,8,0.0,0.908,0,1,1,5,4
1.16,48,0,86,13,0.476,0.286,0,0,1,4,4
15.69,208,1494,7,5,0.071,0.857,0,1,1,2,4
0.0,343,537,3,8,0.075,1.0,0,1,1,1,4
52.41,225,433,2,2,0.193,0.515,4,0,1,4,4
68.2,324,436,6,1,0.025,0.834,0,1,1,5,4
0.0,21,0,425,274,0.819,0.951,0,0,1,6,0
0.0,35,0,107,327,1.0,0.979,0,0,2,4,3
73.09,305,1128,7,4,0.073,0.937,0,1,2,5,0
29.29,879,1589,1,5,0.059,0.895,0,1,1,6,4
0.12,41,0,460,339,0.894,0.872,0,0,0,7,3
35.21,669,535,3,4,0.031,1.0,0,1,1,3,0
2.9,206,607,7,1,0.122,0.352,4,1,2,6,3
0.0,490,0,9,1,0.0,1.0,0,1,1,2,4
2.72,33,0,220,278,0.95,1.0,0,0,1,0,0
74.7,537,1393,3,3,0.0,0.821,0,1,1,0,4
2.09,61,0,424,176,0.87,0.972,0,0,1,1,0
168.83,693,0,4,4,0.021,1.0,1,1,1,2,4
0.0,70,1,224,314,0.619,0.81,0,0,0,3,3
22.77,645,685,4,3,0.0,0.693,0,1,1,4,4
0.84,6,1,51,3,0.3,0.248,0,0,1,3,0
43.14,0,1248,3,7,0.0,0.7,0,1,1,2,4
0.0,0,271,9,4,0.026,0.907,0,1,1,7,4
11.12,59,371,7,4,0.0,0.265,4,0,1,3,4
2.71,30,0,383,226,0.801,1.0,0,0,1,0,2
94.27,290,1169,3,2,0.029,0.787,0,1,2,5,4
87.74,976,1284,9,4,0.0,0.599,0,1,0,0,4
13.52,0,1216,7,2,0.08,0.856,0,1,1,2,4
32.42,116,1098,2,8,0.014,0.858,0,1,1,4,4
1.29,893,646,9,7,0.053,0.93,0,1,1,0,0
45.95,977,1581,2,1,0.004,0.688,0,1,1,5,4
77.34,292,0,3,6,0.0,0.824,0,1,1,4,4
8.39,24,1290,3,2,0.028,0.952,0,1,1,7,4
116.34,390,1099,9,1,0.0,1.0,0,1,1,5,4
0.0,10,0,75,13,0.792,0.0,0,0,1,1,3
72.73,531,523,1,4,0.011,0.9,0,1,1,5,4
77.12,0,1059,2,2,0.061,0.998,0,1,1,7,0
61.52,78,1381,9,5,0.012,0.785,0,1,1,0,4
0.0,15,1,94,17,0.253,0.251,0,0,1,2,0
17.37,520,690,3,8,0.04,0.804,0,1,2,1,4
62.16,880,1378,2,6,0.032,1.0,0,1,2,4,4
0.0,6,0,411,436,0.766,0.935,0,0,2,1,3
203.58,308,654,1,1,0.0,0.782,1,1,1,4,4
0.0,39,0,166,418,0.836,1.0,0,0,1,1,0
0.79,40,9,171,406,1.0,0.939,0,0,1,0,3
7.71,259,125,9,5,0.147,0.946,3,0,1,7,4
78.94,0,557,6,4,0.065,0.892,0,1,2,2,4
80.26,0,178,5,5,0.027,0.841,0,1,1,4,4
5.65,45,929,8,7,0.0,0.902,0,1,1,4,4
0.0,111,1353,3,3,0.0,0.736,0,1,2,1,4
38.3,459,473,6,3,0.007,0.853,0,1,2,5,4
131.45,529,1091,5,6,0.0,0.762,0,1,1,2,3
0.0,502,1429,9,1,0.071,0.919,0,1,1,2,4
6.2,59,525,3,2,0.044,0.437,1,0,1,3,4
24.4,128,1233,3,5,0.0,0.825,0,1,1,7,4
65.63,743,1311,5,2,0.076,0.845,0,1,1,6,4
53.49,668,1187,4,4,0.038,0.827,0,1,0,1,4
53.49,417,904,1,9,0.0,0.894,0,1,1,4,4
0.0,253,496,5,7,0.0,0.825,0,1,1,5,4
5.45,0,0,96,8,0.415,0.303,0,0,1,1,4
52.11,521,848,2,1,0.147,0.904,0,1,1,6,4
0.0,16,1,412,415,1.0,0.916,0,0,2,2,3
66.04,487,1305,6,8,0.0,0.928,0,1,1,1,2
58.26,265,149,8,5,0.0,0.95,0,1,1,1,4
70.57,498,1438,8,8,0.047,0.835,0,1,1,5,0
3.58,21,1,129,317,0.827,0.98,0,0,1,3,2
72.15,301,1996,2,5,0.101,0.848,0,1,1,7,3
54.84,786,1067,8,4,0.107,0.959,0,1,2,1,4
63.85,148,1596,8,3,0.009,0.781,0,1,1,3,4
58.04,524,645,5,7,0.0,0.805,0,1,1,7,4
0.0,296,0,3,7,0.0,0.96,0,1,1,1,0
59.06,661,863,1,4,0.004,0.892,0,1,1,4,4
48.21,161,751,9,3,0.029,0.874,0,1,1,7,0
4.46,109,2251,7,1,0.06,1.0,0,1,1,6,4
0.0,11,5,115,310,0.847,0.953,0,0,1,5,2
95.48,204,0,6,6,0.023,0.776,0,1,1,6,4
12.4,143,193,9,2,0.0,0.78,0,1,2,2,4
65.87,0,1075,3,6,0.026,0.757,0,1,1,3,4
98.81,376,1418,6,4,0.01,0.818,0,1,1,4,4
0.0,38,1,80,2,0.699,0.216,0,0,0,5,0
3.17,67,11,386,202,0.94,0.903,0,0,2,7,3
86.51,561,1831,4,5,0.095,0.881,0,1,1,7,4
45.18,423,995,8,8,0.118,1.0,0,1,2,5,4
11.29,744,8,5,7,0.025,0.95,0,1,2,7,1
0.66,55,4,252,441,1.0,0.919,0,0,1,1,3
33.42,0,723,4,5,0.015,0.862,0,1,1,4,4
2.42,128,0,238,194,0.843,0.937,0,0,1,1,3
33.17,573,1922,1,8,0.027,1.0,0,1,2,4,3
28.38,327,100,4,9,0.066,0.624,3,0,1,2,3
1.06,72,0,233,270,0.945,0.945,0,0,1,3,2
17.56,370,591,1,3,0.192,0.722,4,0,1,3,4
55.85,833,621,6,3,0.0,0.827,0,1,1,6,4
0.0,54,1,443,111,0.828,0.956,0,0,1,4,0
8.62,472,513,5,8,0.01,0.73,0,1,1,2,4
50.78,1004,1401,2,9,0.0,1.0,0,1,0,3,0
0.0,217,1204,5,7,0.022,0.822,0,1,1,4,3
95.54,279,1019,9,6,0.0,0.7,0,1,1,6,4
2.78,58,1,486,302,1.0,0.911,0,0,1,5,3
72.57,452,1759,6,3,0.011,0.809,0,1,1,5,4
14.25,731,263,5,3,0.0,0.911,0,1,1,4,4
40.93,657,1035,5,3,0.047,0.872,0,1,1,2,4
65.84,1012,1303,6,1,0.114,0.894,0,1,0,6,0
14.13,532,830,9,3,0.0,0.713,0,1,1,2,4
116.57,768,685,1,9,0.0,0.858,0,1,2,5,4
38.4,952,1488,9,2,0.03,0.929,0,1,1,0,4
0.0,1011,664,7,5,0.049,1.0,0,1,1,3,4
62.66,242,354,8,7,0.017,0.817,0,1,1,0,4
33.53,0,757,2,2,0.017,0.912,0,1,1,2,4
0.04,78,0,402,160,0.973,0.945,0,0,1,1,3
76.57,359,1037,9,2,0.0,0.858,0,1,1,4,4
20.48,561,937,5,3,0.034,0.858,0,1,1,1,4
0.6,64,0,460,319,0.908,0.882,0,0,1,1,3
82.03,657,1078,3,5,0.0,1.0,0,1,1,3,4
9.12,352,364,7,4,0.0,0.928,0,1,1,6,0
5.31,616,398,2,3,0.034,0.793,0,1,2,5,4
6.06,52,2,304,137,0.797,0.942,0,0,1,7,3
0.0,625,545,6,9,0.0,1.0,0,1,1,0,4
51.39,791,867,4,7,0.07,0.968,0,1,1,3,4
81.79,1233,1031,8,3,0.0,0.942,0,1,1,6,4
2.41,57,0,444,439,0.885,1.0,0,0,1,4,2
13.98,791,750,5,9,0.062,0.939,0,1,2,5,4
18.57,718,270,3,7,0.004,1.0,0,1,2,4,4
126.79,1153,1919,4,7,0.035,0.937,0,1,2,6,4
35.86,876,1614,5,5,0.023,0.784,0,1,1,3,4
40.14,601,1626,1,2,0.108,0.679,0,1,1,1,4
2.46,79,5,195,319,0.94,0.951,0,0,2,0,3
85.93,184,1833,7,2,0.007,1.0,0,1,1,7,4
103.26,831,1266,3,1,0.103,0.797,0,1,1,2,4
